0	-0.64858	0	1.118	0	1.6245	0
-0.12776	-0.64858	0	1.118	0	1.6245	0
-0.25551	-0.64858	0	1.118	0	1.6245	0
-0.38327	-0.64858	0	1.118	0	1.6245	0
-0.51102	-0.64858	0	1.118	0	1.6245	0
-0.63878	-0.64858	0	1.118	0	1.6245	0
-0.76653	-0.64858	0	1.118	0	1.6245	0
-0.89429	-0.64858	0	1.118	0	1.6245	0
-1.022	-0.64858	0	1.118	0	1.6245	0
-1.1498	-0.64858	0	1.118	0	1.6245	0
-1.2776	-0.64858	0	1.118	0	1.6245	0
-1.4053	-0.64858	0	1.118	0	1.6245	0
-1.5331	-0.64858	0	1.118	0	1.6245	0
-1.6608	-0.64858	0	1.118	0	1.6245	0
-1.7886	-0.64858	0	1.118	0	1.6245	0
-1.7886	-0.64858	0	1.118	0	1.6245	0
-1.6667	-0.64858	0	1.118	0	1.6245	0
-1.5447	-0.64858	0	1.118	0	1.6245	0
-1.4228	-0.64858	0	1.118	0	1.6245	0
-1.3009	-0.64858	0	1.118	0	1.6245	0
-1.179	-0.64858	0	1.118	0	1.6245	0
-1.057	-0.64858	0	1.118	0	1.6245	0
-0.93513	-0.64858	0	1.118	0	1.6245	0
-0.81321	-0.64858	0	1.118	0	1.6245	0
-0.69128	-0.64858	0	1.118	0	1.6245	0
-0.56936	-0.64858	0	1.118	0	1.6245	0
-0.44744	-0.64858	0	1.118	0	1.6245	0
-0.32552	-0.64858	0	1.118	0	1.6245	0
-0.2036	-0.64858	0	1.118	0	1.6245	0
-0.081676	-0.64858	0	1.118	0	1.6245	0
0.040246	-0.64858	0	1.118	0	1.6245	0
0.16217	-0.64858	0	1.118	0	1.6245	0
0.28409	-0.64858	0	1.118	0	1.6245	0
0.40601	-0.64858	0	1.118	0	1.6245	0
0.52793	-0.64858	0	1.118	0	1.6245	0
0.64985	-0.64858	0	1.118	0	1.6245	0
0.77178	-0.64858	0	1.118	0	1.6245	0
0.8937	-0.64858	0	1.118	0	1.6245	0
1.0156	-0.64858	0	1.118	0	1.6245	0
1.1375	-0.64858	0	1.118	0	1.6245	0
1.2595	-0.64858	0	1.118	0	1.6245	0
1.3814	-0.64858	0	1.118	0	1.6245	0
1.5033	-0.64858	0	1.118	0	1.6245	0
1.6252	-0.64858	0	1.118	0	1.6245	0
1.7471	-0.64858	0	1.118	0	1.6245	0
1.7471	-0.64858	0	1.118	0	1.6245	0
1.656	-0.64858	0	1.118	0	1.6245	0
1.5649	-0.64858	0	1.118	0	1.6245	0
1.4737	-0.64858	0	1.118	0	1.6245	0
1.3826	-0.64858	0	1.118	0	1.6245	0
1.2915	-0.64858	0	1.118	0	1.6245	0
1.2003	-0.64858	0	1.118	0	1.6245	0
1.1092	-0.64858	0	1.118	0	1.6245	0
1.018	-0.64858	0	1.118	0	1.6245	0
0.92689	-0.64858	0	1.118	0	1.6245	0
0.92689	-0.64858	0	1.118	0	1.6245	0
1.018	-0.64858	0	1.118	0	1.6245	0
1.1092	-0.64858	0	1.118	0	1.6245	0
1.2003	-0.64858	0	1.118	0	1.6245	0
1.2915	-0.64858	0	1.118	0	1.6245	0
1.3826	-0.64858	0	1.118	0	1.6245	0
1.4737	-0.64858	0	1.118	0	1.6245	0
1.5649	-0.64858	0	1.118	0	1.6245	0
1.656	-0.64858	0	1.118	0	1.6245	0
1.7471	-0.64858	0	1.118	0	1.6245	0
1.7471	-0.64858	0	1.118	0	1.6245	0
1.7991	-0.4893	0	1.048	0	1.5407	0
1.8511	-0.33001	0	0.97802	0	1.4569	0
1.903	-0.17072	0	0.90802	0	1.373	0
1.955	-0.011434	0	0.83802	0	1.2892	0
2.007	0.14785	0	0.76801	0	1.2054	0
2.0589	0.30714	0	0.69801	0	1.1215	0
2.1109	0.46643	0	0.62801	0	1.0377	0
2.1628	0.62571	0	0.558	0	0.95384	0
2.2148	0.785	0	0.488	0	0.87	0
